CustomerID,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50908,2.0,Computer,1,8.0,Debit Card,Female,2.0,4,Mobile Phone,5,Single,3,1,23.0,0.0,1.0,0.0,136
50298,0.0,Phone,2,,COD,Male,2.0,4,Mobile,2,Single,2,0,12.0,1.0,1.0,0.0,126
55126,1.0,Mobile Phone,1,26.0,Credit Card,Male,4.0,4,Mobile Phone,1,Married,5,0,12.0,1.0,2.0,3.0,162
50812,18.0,Computer,1,31.0,Credit Card,Female,2.0,3,Others,4,Single,4,0,22.0,,1.0,0.0,281
52874,24.0,Mobile Phone,1,7.0,Credit Card,Male,3.0,5,Mobile Phone,3,Divorced,4,0,16.0,1.0,2.0,3.0,162
52551,,Mobile Phone,1,8.0,Debit Card,Male,3.0,3,Mobile Phone,4,Single,2,0,12.0,0.0,1.0,0.0,114
54697,31.0,Mobile Phone,3,23.0,E wallet,Male,3.0,4,Laptop & Accessory,5,Single,10,0,15.0,3.0,3.0,3.0,179
50374,0.0,Phone,1,12.0,CC,Male,,3,Mobile,3,Divorced,1,0,20.0,2.0,2.0,2.0,128
50016,,Phone,2,12.0,UPI,Male,3.0,3,Mobile,5,Married,5,1,22.0,1.0,1.0,2.0,121
51102,5.0,Computer,1,16.0,Debit Card,Male,2.0,3,Mobile,3,Married,7,0,13.0,0.0,1.0,3.0,134
51076,17.0,Phone,2,6.0,Debit Card,Female,2.0,3,Mobile,1,Married,5,1,18.0,2.0,2.0,2.0,132
52750,15.0,Computer,1,29.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Single,2,0,12.0,3.0,3.0,7.0,143
54490,21.0,Mobile Phone,1,12.0,Debit Card,Male,3.0,4,Others,3,Married,6,0,,2.0,2.0,2.0,308
53631,3.0,Mobile Phone,1,30.0,Credit Card,Male,4.0,4,Mobile Phone,5,Single,2,0,14.0,1.0,2.0,4.0,164
53429,13.0,Mobile Phone,1,7.0,Debit Card,Female,4.0,5,Grocery,2,Divorced,3,0,17.0,1.0,,9.0,252
52111,11.0,Computer,1,9.0,UPI,Male,,3,Mobile,3,Married,4,0,16.0,2.0,2.0,2.0,128
50808,0.0,Phone,1,13.0,COD,Female,2.0,3,Mobile,3,Married,4,1,13.0,1.0,7.0,7.0,133
52225,30.0,Mobile Phone,3,13.0,E wallet,Male,2.0,1,Laptop & Accessory,1,Married,1,1,18.0,0.0,1.0,9.0,152
53659,10.0,Computer,3,14.0,E wallet,Female,3.0,2,Laptop & Accessory,5,Divorced,4,0,17.0,6.0,7.0,14.0,171
50731,10.0,Mobile Phone,1,6.0,Debit Card,Female,2.0,4,Laptop & Accessory,2,Divorced,2,0,13.0,3.0,3.0,11.0,165
51298,8.0,Phone,1,17.0,CC,Male,2.0,3,Mobile,3,Married,8,1,11.0,0.0,2.0,2.0,127
53086,17.0,Computer,1,28.0,Credit Card,Male,4.0,4,Mobile Phone,2,Divorced,9,0,21.0,1.0,2.0,3.0,148
52603,0.0,Mobile Phone,3,22.0,E wallet,Male,3.0,3,Fashion,3,Married,3,0,13.0,0.0,1.0,0.0,182
50933,0.0,Computer,3,19.0,COD,Female,2.0,3,Laptop & Accessory,4,Single,6,0,11.0,0.0,1.0,0.0,158
50085,19.0,Mobile Phone,1,6.0,Credit Card,Male,3.0,3,Fashion,5,Married,8,0,16.0,0.0,1.0,3.0,194
55070,1.0,Mobile Phone,1,32.0,Debit Card,Female,3.0,2,Mobile Phone,1,Single,3,1,13.0,1.0,2.0,2.0,155
50454,11.0,Computer,1,8.0,Debit Card,Female,3.0,1,Laptop & Accessory,5,Single,7,1,12.0,4.0,4.0,12.0,160
51741,,Computer,1,27.0,CC,Male,3.0,3,Mobile,1,Married,8,0,20.0,1.0,1.0,2.0,123
51742,16.0,Phone,1,14.0,UPI,Female,3.0,3,Laptop & Accessory,3,Married,5,1,14.0,1.0,1.0,2.0,145
53943,8.0,Mobile Phone,1,9.0,Credit Card,Male,4.0,2,Mobile Phone,1,Married,2,1,15.0,1.0,2.0,3.0,154
53725,19.0,Mobile Phone,1,27.0,Credit Card,Male,4.0,6,Fashion,5,Married,4,1,19.0,1.0,,8.0,234
52878,29.0,Mobile Phone,1,21.0,Credit Card,Male,4.0,3,Others,4,Single,10,0,,1.0,3.0,16.0,312
51245,0.0,Mobile Phone,3,19.0,E wallet,Female,2.0,3,Laptop & Accessory,3,Single,4,1,11.0,2.0,2.0,2.0,199
50614,12.0,Mobile Phone,1,6.0,Debit Card,Female,3.0,4,Grocery,2,Divorced,2,0,16.0,0.0,11.0,,227
54929,14.0,Mobile Phone,3,33.0,E wallet,Male,4.0,4,Laptop & Accessory,5,Married,3,0,15.0,4.0,8.0,6.0,209
50169,0.0,Mobile Phone,3,10.0,E wallet,Male,2.0,4,Laptop & Accessory,2,Single,2,1,12.0,7.0,7.0,4.0,158
54267,24.0,Computer,1,7.0,Debit Card,Female,4.0,4,Others,4,Married,5,1,,1.0,2.0,8.0,307
51554,13.0,Computer,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,10,0,14.0,0.0,1.0,2.0,149
55406,1.0,Computer,2,17.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,2,0,15.0,1.0,3.0,2.0,146
52371,0.0,Phone,3,10.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,2,1,12.0,1.0,1.0,3.0,142
55160,16.0,Mobile Phone,2,17.0,UPI,Female,3.0,4,Grocery,5,Married,2,0,,1.0,2.0,10.0,293
52964,11.0,Mobile Phone,3,13.0,Credit Card,Male,4.0,4,Laptop & Accessory,2,Divorced,6,0,15.0,1.0,2.0,2.0,190
54716,3.0,Phone,3,17.0,E wallet,Male,3.0,4,Mobile Phone,4,Married,3,0,15.0,3.0,3.0,3.0,148
52232,3.0,Phone,1,7.0,Credit Card,Male,3.0,3,Mobile Phone,4,Married,1,1,21.0,3.0,5.0,7.0,136
55037,1.0,Mobile Phone,3,28.0,E wallet,Male,3.0,2,Mobile Phone,1,Single,3,0,18.0,3.0,3.0,3.0,152
51122,,Computer,2,14.0,UPI,Female,3.0,4,Mobile,1,Married,7,0,11.0,1.0,1.0,2.0,122
54196,17.0,Mobile Phone,1,9.0,Credit Card,Female,4.0,2,Mobile Phone,3,Married,3,0,13.0,2.0,2.0,5.0,151
54752,1.0,Mobile Phone,3,23.0,E wallet,Female,4.0,4,Laptop & Accessory,5,Single,7,0,16.0,2.0,2.0,3.0,178
50325,12.0,Computer,1,14.0,Debit Card,Female,2.0,3,Mobile Phone,3,Divorced,2,0,11.0,0.0,1.0,7.0,138
51058,9.0,Computer,1,6.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Married,1,0,15.0,1.0,1.0,2.0,144
55491,17.0,Mobile Phone,1,13.0,Credit Card,Female,3.0,5,Others,3,Married,9,0,,7.0,7.0,15.0,319
55024,7.0,Mobile Phone,2,9.0,UPI,Male,4.0,4,Mobile Phone,3,Married,3,0,14.0,2.0,2.0,5.0,161
52971,27.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,4,Grocery,3,Divorced,5,1,,1.0,2.0,4.0,301
50894,9.0,Mobile Phone,1,10.0,Debit Card,Male,2.0,4,Laptop & Accessory,2,Single,2,0,16.0,1.0,1.0,8.0,158
53910,3.0,Mobile Phone,1,16.0,Credit Card,Female,3.0,4,Mobile Phone,3,Married,11,0,18.0,2.0,2.0,3.0,155
54391,26.0,Mobile Phone,1,9.0,Debit Card,Female,3.0,5,Mobile Phone,1,Single,9,0,16.0,3.0,3.0,3.0,157
51371,26.0,Mobile Phone,1,11.0,UPI,Female,2.0,3,Others,3,Married,5,0,11.0,,4.0,8.0,291
53766,6.0,Mobile Phone,1,17.0,Credit Card,Male,1.0,4,Fashion,1,Single,4,0,26.0,1.0,,1.0,237
50765,,Phone,1,20.0,Debit Card,Male,2.0,3,Mobile,5,Divorced,2,1,14.0,2.0,6.0,8.0,122
52674,0.0,Phone,3,29.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,0,21.0,3.0,5.0,8.0,135
55224,3.0,Mobile Phone,3,26.0,Debit Card,Male,4.0,5,Laptop & Accessory,3,Married,3,0,15.0,2.0,2.0,,211
52188,0.0,Phone,1,,Debit Card,Female,3.0,3,Mobile,1,Married,2,1,11.0,1.0,1.0,0.0,125
55475,19.0,Computer,3,9.0,Debit Card,Female,4.0,4,Laptop & Accessory,3,Married,6,0,23.0,4.0,6.0,8.0,177
52407,,Computer,3,19.0,Debit Card,Female,3.0,3,Mobile,4,Married,2,0,13.0,0.0,1.0,0.0,120
53750,9.0,Phone,3,14.0,Debit Card,Male,4.0,4,Mobile Phone,3,Divorced,3,0,14.0,2.0,2.0,1.0,149
52860,6.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,5,0,21.0,1.0,2.0,5.0,155
54950,8.0,Mobile Phone,2,7.0,Credit Card,Male,4.0,5,Fashion,5,Married,11,0,15.0,3.0,4.0,,230
53126,1.0,Mobile Phone,1,22.0,Credit Card,Male,3.0,4,Fashion,3,Divorced,9,1,13.0,,8.0,8.0,261
50411,14.0,Mobile Phone,2,16.0,UPI,Male,3.0,4,Others,2,Married,4,0,15.0,,12.0,6.0,291
51761,0.0,Computer,3,,E wallet,Female,2.0,5,Mobile,3,Married,1,0,16.0,0.0,1.0,0.0,124
51484,0.0,Mobile Phone,3,34.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,3,0,18.0,1.0,2.0,2.0,186
52278,0.0,Phone,1,13.0,COD,Female,2.0,3,Mobile,3,Married,4,1,13.0,4.0,7.0,7.0,133
50979,21.0,Mobile Phone,3,22.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,9,0,14.0,1.0,7.0,7.0,164
52655,0.0,Phone,3,16.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Single,2,0,13.0,1.0,1.0,2.0,147
50890,4.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,3,Grocery,4,Single,4,0,11.0,,1.0,0.0,264
54076,8.0,Mobile Phone,3,20.0,Credit Card,Male,3.0,4,Fashion,3,Married,3,0,19.0,2.0,2.0,,211
54320,8.0,Computer,3,9.0,E wallet,Female,4.0,4,Mobile Phone,3,Married,8,0,19.0,1.0,2.0,3.0,147
53435,1.0,Mobile Phone,1,18.0,Credit Card,Female,4.0,6,Laptop & Accessory,4,Divorced,7,0,16.0,2.0,2.0,1.0,173
51872,12.0,Phone,1,8.0,COD,Female,3.0,4,Laptop & Accessory,3,Single,2,0,11.0,1.0,11.0,10.0,146
53440,16.0,Mobile Phone,3,9.0,E wallet,Female,3.0,6,Others,2,Divorced,3,0,16.0,6.0,7.0,10.0,323
55013,3.0,Mobile Phone,1,13.0,Credit Card,Female,3.0,4,Mobile Phone,1,Married,3,0,14.0,1.0,2.0,9.0,156
51469,24.0,Mobile Phone,1,12.0,Debit Card,Male,2.0,3,Others,3,Single,8,0,,8.0,15.0,15.0,295
54379,19.0,Computer,3,13.0,Credit Card,Female,3.0,5,Fashion,1,Single,8,0,13.0,6.0,13.0,,214
52616,7.0,Mobile Phone,3,9.0,Debit Card,Female,2.0,5,Laptop & Accessory,1,Single,6,0,12.0,2.0,2.0,2.0,160
54708,6.0,Computer,1,26.0,Credit Card,Male,3.0,2,Mobile Phone,3,Married,8,1,13.0,1.0,3.0,3.0,153
53163,11.0,Mobile Phone,1,7.0,Debit Card,Female,4.0,4,Laptop & Accessory,4,Divorced,8,0,13.0,4.0,5.0,4.0,189
53974,2.0,Phone,1,7.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,3,0,12.0,1.0,2.0,4.0,145
53803,2.0,Mobile Phone,1,9.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Married,6,0,12.0,1.0,2.0,5.0,174
52498,0.0,Phone,1,11.0,CC,Male,,3,Mobile,1,Single,2,0,18.0,0.0,2.0,2.0,131
50627,23.0,Computer,3,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,1,0,12.0,1.0,1.0,13.0,163
52288,9.0,Mobile Phone,1,16.0,COD,Female,3.0,3,Fashion,3,Married,4,0,12.0,1.0,1.0,7.0,171
51162,13.0,Phone,1,8.0,Debit Card,Female,2.0,3,Mobile,5,Married,5,0,17.0,1.0,1.0,2.0,134
54772,9.0,Mobile Phone,1,14.0,UPI,Male,3.0,4,Fashion,3,Single,5,0,22.0,1.0,2.0,,227
50882,0.0,Computer,1,34.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Single,4,0,20.0,0.0,1.0,3.0,143
50684,2.0,Phone,1,,Debit Card,Female,3.0,3,Mobile,2,Married,5,0,22.0,0.0,1.0,7.0,125
53883,23.0,Mobile Phone,1,23.0,Credit Card,Female,4.0,4,Mobile Phone,5,Married,6,1,17.0,2.0,3.0,3.0,151
53258,8.0,Mobile Phone,3,9.0,UPI,Male,3.0,4,Laptop & Accessory,2,Single,3,0,23.0,1.0,2.0,5.0,188
51927,3.0,Phone,1,6.0,Debit Card,Male,2.0,5,Mobile Phone,3,Married,4,0,21.0,1.0,1.0,2.0,138
55164,1.0,Mobile Phone,1,8.0,COD,Male,3.0,4,Mobile Phone,1,Married,6,0,12.0,1.0,2.0,3.0,157
50545,2.0,Phone,1,,CC,Male,3.0,3,Mobile,5,Divorced,8,1,21.0,1.0,2.0,2.0,124
51118,13.0,Mobile Phone,3,13.0,Credit Card,Male,2.0,3,Others,4,Single,2,0,,1.0,12.0,8.0,298
51621,10.0,Computer,1,6.0,Credit Card,Female,3.0,3,Fashion,1,Married,3,1,18.0,0.0,,2.0,236
51861,,Computer,1,9.0,Debit Card,Male,2.0,4,Mobile Phone,3,Married,2,0,18.0,1.0,1.0,0.0,113
55291,9.0,Mobile Phone,1,35.0,Debit Card,Male,3.0,2,Laptop & Accessory,3,Married,3,0,18.0,7.0,7.0,9.0,159
52134,1.0,Phone,1,16.0,UPI,Female,2.0,3,Laptop & Accessory,3,Single,4,0,13.0,0.0,1.0,7.0,137
55118,14.0,Computer,1,23.0,Debit Card,Male,4.0,4,Mobile Phone,3,Married,11,0,17.0,2.0,2.0,1.0,160
52003,2.0,Phone,1,,CC,Female,3.0,4,Mobile,1,Married,7,0,14.0,1.0,1.0,3.0,125
53298,13.0,Mobile Phone,3,18.0,E wallet,Female,3.0,4,Fashion,2,Divorced,3,0,19.0,1.0,8.0,8.0,202
55248,8.0,Phone,3,14.0,COD,Male,3.0,4,Mobile Phone,3,Married,2,1,26.0,4.0,6.0,8.0,148
53114,4.0,Computer,3,29.0,UPI,Female,4.0,4,Fashion,5,Divorced,2,0,12.0,3.0,8.0,9.0,209
52648,8.0,Phone,1,29.0,CC,Male,,5,Mobile,3,Married,1,0,16.0,0.0,1.0,3.0,127
53426,22.0,Mobile Phone,1,13.0,Debit Card,Male,4.0,5,Laptop & Accessory,3,Single,4,0,14.0,1.0,3.0,3.0,167
52678,0.0,Computer,1,,Debit Card,Male,3.0,4,Mobile,1,Single,2,1,24.0,1.0,1.0,0.0,124
53131,1.0,Computer,2,30.0,UPI,Female,3.0,4,Fashion,5,Married,11,1,16.0,2.0,2.0,,225
50280,1.0,Phone,1,23.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,0,12.0,0.0,1.0,8.0,146
50136,5.0,Computer,1,13.0,Debit Card,Male,,2,Mobile,4,Divorced,2,0,20.0,0.0,1.0,3.0,128
54105,21.0,Mobile Phone,1,32.0,Credit Card,Male,3.0,4,Fashion,3,Single,4,0,24.0,2.0,13.0,,211
53571,6.0,Computer,1,20.0,UPI,Female,4.0,5,Mobile Phone,4,Divorced,3,0,21.0,1.0,3.0,3.0,152
54183,8.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,4,Fashion,4,Single,2,0,12.0,1.0,,12.0,245
53928,1.0,Mobile Phone,3,7.0,Debit Card,Male,3.0,6,Laptop & Accessory,4,Single,8,0,16.0,1.0,2.0,1.0,192
51282,27.0,Phone,1,16.0,Credit Card,Female,3.0,3,Laptop & Accessory,5,Single,7,1,19.0,0.0,1.0,4.0,144
51401,6.0,Computer,1,29.0,Debit Card,Female,3.0,3,Fashion,1,Single,2,1,12.0,3.0,,12.0,235
52657,,Computer,1,20.0,Credit Card,Female,2.0,3,Mobile Phone,3,Single,2,0,16.0,1.0,1.0,0.0,115
54939,20.0,Mobile Phone,1,15.0,Debit Card,Female,4.0,5,Laptop & Accessory,5,Married,10,1,24.0,2.0,2.0,8.0,171
54705,21.0,Computer,3,10.0,Credit Card,Female,3.0,4,Grocery,3,Married,11,1,13.0,,12.0,14.0,263
50692,12.0,Computer,1,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,21,0,15.0,1.0,1.0,3.0,168
53215,8.0,Mobile Phone,1,16.0,Credit Card,Female,3.0,5,Fashion,4,Single,3,0,15.0,5.0,8.0,,211
52705,7.0,Mobile Phone,3,9.0,Credit Card,Female,3.0,4,Laptop & Accessory,1,Married,4,1,12.0,0.0,1.0,1.0,181
53474,15.0,Mobile Phone,1,14.0,COD,Female,3.0,2,Mobile Phone,3,Divorced,3,0,14.0,2.0,2.0,9.0,159
54280,17.0,Computer,3,33.0,Debit Card,Male,4.0,4,Grocery,1,Married,3,1,,2.0,5.0,13.0,295
51095,2.0,Phone,1,15.0,CC,Female,,3,Mobile,3,Married,10,0,17.0,1.0,1.0,2.0,130
53561,9.0,Mobile Phone,3,24.0,Debit Card,Male,4.0,4,Laptop & Accessory,5,Divorced,5,1,16.0,2.0,2.0,,215
53825,9.0,Mobile Phone,1,14.0,Debit Card,Male,4.0,5,Mobile Phone,1,Married,3,0,19.0,2.0,2.0,2.0,152
52060,23.0,Mobile Phone,1,6.0,Credit Card,Male,3.0,3,Grocery,1,Married,10,0,22.0,,1.0,3.0,274
55563,5.0,Phone,1,9.0,Credit Card,Female,3.0,6,Mobile Phone,1,Married,3,1,12.0,1.0,2.0,1.0,136
55108,16.0,Mobile Phone,3,12.0,Debit Card,Male,4.0,4,Fashion,4,Single,11,1,20.0,8.0,8.0,,209
50713,13.0,Computer,1,15.0,Credit Card,Female,2.0,3,Fashion,3,Single,10,0,17.0,0.0,,13.0,235
50502,5.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,1,Laptop & Accessory,3,Divorced,6,0,12.0,1.0,1.0,3.0,152
53198,3.0,Mobile Phone,3,10.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Divorced,3,0,15.0,1.0,2.0,3.0,181
50352,,Phone,1,23.0,UPI,Male,3.0,4,Mobile,4,Divorced,2,0,21.0,1.0,1.0,0.0,121
50122,6.0,Phone,1,11.0,Debit Card,Female,,4,Mobile,2,Divorced,2,0,13.0,0.0,1.0,2.0,129
53263,3.0,Mobile Phone,1,34.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Divorced,6,0,13.0,2.0,2.0,2.0,168
52671,15.0,Phone,1,14.0,Debit Card,Male,2.0,3,Mobile Phone,3,Single,5,0,13.0,1.0,1.0,0.0,140
52858,4.0,Mobile Phone,3,12.0,Debit Card,Female,3.0,4,Fashion,2,Divorced,4,0,13.0,3.0,8.0,,219
50927,17.0,Computer,3,6.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Divorced,8,0,12.0,1.0,1.0,0.0,148
54415,3.0,Mobile Phone,3,27.0,E wallet,Male,3.0,4,Laptop & Accessory,1,Married,4,0,15.0,2.0,2.0,3.0,194
51189,0.0,Phone,2,,UPI,Male,2.0,4,Mobile,5,Married,5,1,15.0,1.0,2.0,0.0,123
53307,25.0,Mobile Phone,3,33.0,E wallet,Female,4.0,4,Grocery,3,Divorced,4,0,15.0,,5.0,18.0,288
53950,1.0,Mobile Phone,1,23.0,Debit Card,Male,3.0,2,Laptop & Accessory,3,Married,5,0,17.0,2.0,2.0,8.0,178
54883,12.0,Computer,1,17.0,Credit Card,Male,4.0,4,Mobile Phone,3,Married,2,0,18.0,1.0,2.0,3.0,152
51437,24.0,Mobile Phone,3,27.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Single,1,1,22.0,0.0,1.0,0.0,154
52587,5.0,Mobile Phone,3,25.0,Debit Card,Male,3.0,5,Fashion,3,Married,4,0,13.0,0.0,1.0,2.0,196
53577,4.0,Mobile Phone,1,7.0,Credit Card,Male,4.0,4,Mobile Phone,4,Divorced,2,1,22.0,2.0,6.0,8.0,161
54816,7.0,Phone,2,10.0,UPI,Male,3.0,4,Mobile Phone,4,Married,5,1,12.0,1.0,2.0,4.0,148
52761,,Computer,1,7.0,CC,Male,2.0,4,Mobile,3,Married,2,0,12.0,0.0,1.0,0.0,120
52125,14.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,3,Married,10,1,12.0,0.0,2.0,7.0,125
52174,,Computer,1,14.0,CC,Male,3.0,3,Mobile,3,Single,2,0,12.0,1.0,1.0,0.0,119
54587,4.0,Computer,1,9.0,Credit Card,Female,3.0,4,Mobile Phone,1,Single,2,0,15.0,2.0,7.0,8.0,151
55215,23.0,Mobile Phone,1,14.0,Debit Card,Male,3.0,4,Fashion,4,Married,5,0,15.0,1.0,2.0,,230
54652,17.0,Computer,1,16.0,Credit Card,Male,4.0,4,Laptop & Accessory,3,Married,5,1,14.0,2.0,5.0,8.0,182
53310,7.0,Mobile Phone,3,7.0,Credit Card,Male,3.0,2,Laptop & Accessory,5,Married,3,0,23.0,1.0,2.0,9.0,165
51173,,Phone,2,26.0,CC,Female,3.0,3,Mobile,4,Married,1,1,11.0,0.0,1.0,4.0,121
51413,18.0,Mobile Phone,1,13.0,Debit Card,Male,2.0,3,Fashion,5,Married,3,0,17.0,0.0,1.0,0.0,197
50440,18.0,Mobile Phone,3,8.0,COD,Male,2.0,5,Laptop & Accessory,3,Single,1,0,13.0,0.0,3.0,1.0,166
53794,22.0,Mobile Phone,3,23.0,Debit Card,Female,4.0,4,Laptop & Accessory,3,Married,10,0,15.0,2.0,8.0,8.0,189
53782,7.0,Mobile Phone,1,32.0,Debit Card,Male,3.0,5,Laptop & Accessory,4,Single,3,0,14.0,1.0,2.0,3.0,168
50382,10.0,Mobile Phone,1,9.0,UPI,Male,2.0,3,Fashion,3,Divorced,2,0,15.0,6.0,7.0,8.0,194
52136,6.0,Mobile Phone,1,11.0,Debit Card,Male,2.0,4,Fashion,1,Married,5,0,15.0,1.0,1.0,2.0,171
50241,19.0,Computer,1,13.0,Credit Card,Female,1.0,3,Laptop & Accessory,3,Divorced,3,0,14.0,0.0,1.0,0.0,153
54338,1.0,Phone,1,9.0,Debit Card,Male,3.0,5,Mobile Phone,1,Single,3,0,23.0,2.0,2.0,1.0,136
51946,5.0,Mobile Phone,1,10.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Married,2,0,12.0,5.0,6.0,8.0,162
50697,22.0,Mobile Phone,3,14.0,Cash on Delivery,Male,2.0,4,Grocery,4,Divorced,7,0,17.0,1.0,2.0,,231
53625,1.0,Phone,1,7.0,Credit Card,Female,3.0,4,Mobile Phone,4,Single,3,0,19.0,2.0,3.0,2.0,146
52875,27.0,Mobile Phone,1,20.0,Credit Card,Female,3.0,3,Laptop & Accessory,5,Married,3,0,12.0,2.0,2.0,4.0,170
51701,0.0,Mobile Phone,3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,17.0,0.0,7.0,7.0,153
50916,13.0,Computer,1,14.0,Credit Card,Male,2.0,4,Fashion,4,Married,3,0,11.0,1.0,,8.0,238
51331,13.0,Phone,1,8.0,Debit Card,Male,,4,Mobile,3,Single,3,0,14.0,0.0,2.0,2.0,128
53464,10.0,Mobile Phone,1,19.0,Credit Card,Female,3.0,5,Fashion,2,Single,2,0,12.0,6.0,8.0,,214
53560,20.0,Mobile Phone,1,22.0,Debit Card,Male,3.0,4,Others,4,Divorced,7,0,,2.0,2.0,4.0,316
51558,0.0,Computer,3,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,2,0,14.0,1.0,1.0,7.0,200
54067,12.0,Mobile Phone,1,16.0,Debit Card,Male,4.0,4,Mobile Phone,1,Married,4,0,20.0,2.0,2.0,4.0,173
52088,23.0,Phone,1,,Debit Card,Male,3.0,3,Mobile,1,Married,5,0,18.0,1.0,1.0,0.0,124
53902,11.0,Computer,3,7.0,Credit Card,Male,3.0,6,Laptop & Accessory,1,Married,3,0,15.0,1.0,2.0,,220
53412,24.0,Mobile Phone,1,31.0,Debit Card,Male,4.0,4,Grocery,3,Divorced,5,1,19.0,,2.0,6.0,265
50427,12.0,Mobile Phone,2,9.0,UPI,Female,2.0,2,Laptop & Accessory,4,Divorced,10,0,15.0,3.0,3.0,6.0,164
51527,,Phone,1,33.0,CC,Female,3.0,3,Mobile,4,Single,3,0,15.0,0.0,1.0,2.0,123
51110,20.0,Computer,3,8.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Married,8,0,11.0,0.0,1.0,0.0,150
51546,0.0,Computer,1,6.0,COD,Male,2.0,4,Laptop & Accessory,5,Married,6,0,19.0,2.0,2.0,0.0,143
53516,3.0,Mobile Phone,1,15.0,Credit Card,Male,4.0,5,Laptop & Accessory,2,Divorced,3,1,14.0,1.0,2.0,3.0,176
50849,8.0,Mobile Phone,1,6.0,Credit Card,Female,2.0,4,Laptop & Accessory,2,Divorced,1,0,12.0,1.0,1.0,0.0,154
54239,11.0,Mobile Phone,1,14.0,Credit Card,Male,2.0,4,Fashion,3,Single,6,0,14.0,,2.0,3.0,262
52943,3.0,Phone,1,22.0,Debit Card,Male,3.0,4,Mobile Phone,2,Single,3,0,20.0,1.0,2.0,6.0,148
51021,9.0,Phone,1,18.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,10,1,12.0,0.0,1.0,1.0,147
55447,14.0,Mobile Phone,1,9.0,Debit Card,Female,4.0,4,Mobile Phone,5,Married,6,0,18.0,2.0,2.0,3.0,159
50209,16.0,Mobile Phone,1,13.0,Debit Card,Female,2.0,3,Fashion,5,Divorced,9,0,16.0,1.0,1.0,0.0,200
51599,15.0,Mobile Phone,1,23.0,Debit Card,Female,2.0,1,Laptop & Accessory,5,Single,4,1,13.0,1.0,1.0,2.0,165
50897,0.0,Phone,3,15.0,Debit Card,Male,3.0,4,Mobile Phone,5,Divorced,4,0,12.0,1.0,2.0,2.0,144
52827,12.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,5,Fashion,3,Single,11,1,14.0,1.0,2.0,1.0,179
50249,0.0,Phone,1,6.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,2,0,11.0,0.0,1.0,4.0,138
50600,0.0,Phone,1,23.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,0,15.0,2.0,3.0,2.0,144
54049,5.0,Mobile Phone,3,17.0,Credit Card,Female,3.0,4,Laptop & Accessory,1,Married,4,1,12.0,1.0,2.0,5.0,191
54501,11.0,Mobile Phone,1,12.0,Credit Card,Male,4.0,4,Laptop & Accessory,1,Married,9,0,17.0,2.0,2.0,5.0,188
53604,9.0,Mobile Phone,3,9.0,E wallet,Female,4.0,6,Others,4,Single,4,1,,1.0,2.0,12.0,313
54609,14.0,Mobile Phone,1,13.0,Debit Card,Female,4.0,4,Grocery,3,Single,9,0,16.0,5.0,,14.0,257
51965,6.0,Phone,3,6.0,Credit Card,Male,2.0,1,Laptop & Accessory,5,Married,2,0,22.0,0.0,1.0,8.0,140
54954,2.0,Phone,1,22.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,3,0,17.0,1.0,3.0,3.0,147
